Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	mass	EQ	Fossil	Social
Cetacea	Odontoceti	Patriocetidae	new species	-28	-27.99	0.253	2.579	0.023	0.287	0.883	-0.134	0.367	2.643	-0.068	0.305	0.598	0.122	0.401	2.705	-0.023	0.271	0.571	-0.115	0.36	2.671	-0.797	0.087	0.502	1.15	0.46	2.588	-4.365	0.037	0.573	-0.285	0.411	2.43	23.99	0.045	0.573	-1.508	857.1	197.49	1.38	Yes	N/A
Cetacea	Odontoceti	Eurhinodelphidae	Schizodelphis  longirostris	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	442.81	77.19	1.45	Yes	N/A
Cetacea	Odontoceti	Simocetidae	Simocetus rayi	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	530.6	94.27	1.49	Yes	N/A
Cetacea	Odontoceti	Squalodontidae	Squalodon calvertensis	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	623.91	154.62	1.21	Yes	N/A
Cetacea	Odontoceti	Xenorophidae	Xenorophus sp.	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	861.4	96.85	2.38	Yes	N/A
Cetacea	Archaeoceti	Basilosauridae	Saghacetus osiris	-37.2	-37.1961	0.29	1.304	0.147	0.315	0.847	-0.053	0.148	1.565	0.017	0.27	0.693	0.237	0.155	1.602	-1.231	0.265	0.733	-1.692	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	388	350	0.4	Yes	N/A
Cetacea	Odontoceti	Eurhinodelphidae	new species	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	323	88.76	0.95	Yes	N/A
Cetacea	Archaeoceti	Basilosauridae	Basilosaurus cetoides	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	1271.4	3605.42	0.22	Yes	N/A
Cetacea	Archaeoceti	Basilosauridae	Dorudon atrox	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	1185.4	2240	0.3	Yes	N/A
Cetacea	Archaeoceti	Basilosauridae	Zygorhiza kochii	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	800.8	2040	0.22	Yes	N/A
Cetacea	Archaeoceti	Protocetidae	Rodhocetus kasrani	-48.6	-48.576	0.279	-0.003	-0.005	0.48	0.479	0.206	0.249	0.085	-0.233	0.292	1.005	-0.279	0.226	0.048	-0.373	0.271	0.933	0.296	0.248	0.02	-1.597	0.241	0.958	-1.2	0.226	-0.07	-0.895	0.268	0.907	-3.249	0.262	0.005	-7.839	0.361	0.955	-10.805	291	290	0.35	Yes	N/A
Cetacea	Archaeoceti	Remingtonocetidae	Dalanistes ahmedi	-48.6	-48.576	0.279	-0.003	-0.005	0.48	0.479	0.206	0.249	0.085	-0.233	0.292	1.005	-0.279	0.226	0.048	-0.373	0.271	0.933	0.296	0.248	0.02	-1.597	0.241	0.958	-1.2	0.226	-0.07	-0.895	0.268	0.907	-3.249	0.262	0.005	-7.839	0.361	0.955	-10.805	400	750	0.23	Yes	N/A
Insectivore	Afrosoricida	Chrysochloridae	Chlorotalpa sp.	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	1.29	0.07	0.87	No	Solitary
Insectivore	Afrosoricida	Chrysochloridae	Chrysochloris sp.	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	1.13	0.07	0.76	No	Solitary
Insectivore	Scandentia	Tupaiidae	Tupaia javanica	-9.7	-9.695	0.335	2.322	0.178	0.389	1.343	-0.191	0.178	2.639	0.033	0.171	1.068	0.151	0.165	2.649	-0.214	0.164	1.112	0.096	0.175	2.637	-0.512	0.154	1.111	0.439	0.167	2.633	-4.982	0.171	1.123	2.887	0.129	2.554	0.639	0.188	1.165	-0.23	3.15	0.16	1.13	No	Stable
Insectivore	Erinaceomorpha	Erinaceidae	Atelerix sp.	-11.1	-11.1	0.379	2.185	0.226	0.389	1.433	-0.179	0.249	2.52	0.159	0.284	1.083	0.159	0.266	2.575	-0.721	0.3	1.112	0.517	0.221	2.506	0.012	0.205	1.162	-0.638	0.174	2.478	0.01	0.166	1.102	1.338	0.166	2.455	5.684	0.194	1.137	-0.218	5	0.29	1.14	No	Solitary
Insectivore	Erinaceomorpha	Erinaceidae	Hemiechinus sp.	-11.1	-11.1	0.379	2.185	0.226	0.389	1.433	-0.179	0.249	2.52	0.159	0.284	1.083	0.159	0.266	2.575	-0.721	0.3	1.112	0.517	0.221	2.506	0.012	0.205	1.162	-0.638	0.174	2.478	0.01	0.166	1.102	1.338	0.166	2.455	5.684	0.194	1.137	-0.218	3.09	0.17	1.06	No	Solitary
Insectivore	Afrosoricida	Tenrecidae	Echinops telfairi	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	0.52	0.06	0.39	No	Facultative
Insectivore	Afrosoricida	Tenrecidae	Hemicentetes sp.	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	0.73	0.08	0.44	No	Stable
Insectivore	Afrosoricida	Tenrecidae	Setifer setosus	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	1.34	0.14	0.53	No	Solitary
Insectivore	Afrosoricida	Tenrecidae	Tenrec ecaudatus	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	2.71	0.23	0.74	No	Solitary
Insectivore	Soricomorpha	Talpidae	Galemys sp.	-21	-20.9721	0.351	1.847	0.031	0.331	0.937	0.162	0.261	2.027	-0.035	0.205	0.954	-0.021	0.303	1.995	0.074	0.207	0.945	-0.444	0.153	2.037	1.286	0.268	0.943	-1.85	0.166	2.09	2.695	0.165	0.823	1.451	0.078	2.225	-2.14	0.198	0.83	5.447	3.39	0.12	1.51	No	Stable
Insectivore	Soricomorpha	Talpidae	Talpa europea	-21	-20.9721	0.351	1.847	0.031	0.331	0.937	0.162	0.261	2.027	-0.035	0.205	0.954	-0.021	0.303	1.995	0.074	0.207	0.945	-0.444	0.153	2.037	1.286	0.268	0.943	-1.85	0.166	2.09	2.695	0.165	0.823	1.451	0.078	2.225	-2.14	0.198	0.83	5.447	0.93	0.08	0.57	No	Solitary
Insectivore	Erinaceomorpha	Erinaceidae	Erinaceus europaeus	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	3.5	0.93	0.33	No	Solitary
Insectivore	Soricomorpha	Soricidae	Crocidura sp.	-28	-27.99	0.253	2.579	0.023	0.287	0.883	-0.134	0.367	2.643	-0.068	0.305	0.598	0.122	0.401	2.705	-0.023	0.271	0.571	-0.115	0.36	2.671	-0.797	0.087	0.502	1.15	0.46	2.588	-4.365	0.037	0.573	-0.285	0.411	2.43	23.99	0.045	0.573	-1.508	0.36	0.03	0.46	No	Facultative
Insectivore	Macroscelidea	Macroscelididae	Elephantulus sp.	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	2.36	0.12	1.05	No	Stable
Insectivore	Macroscelidea	Macroscelididae	Rhynchocyon sp.	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	10.89	0.57	1.49	No	N/A
Insectivore	Afrosoricida	Tenrecidae	Microgale sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	0.72	0.05	0.63	No	Solitary
Insectivore	Afrosoricida	Tenrecidae	Micropotamogale sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	1.44	0.07	0.97	No	Solitary
Insectivore	Afrosoricida	Tenrecidae	Oryzorictes sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	0.67	0.05	0.58	No	Solitary
Insectivore	Afrosoricida	Tenrecidae	Potamogale sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	10.54	0.39	1.92	No	Solitary
Insectivore	Erinaceomorpha	Erinaceidae	Erinaceus sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	5.22	0.31	1.13	No	Solitary
Insectivore	Soricomorpha	Soricidae	Blarina sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.7	0.04	0.72	No	Solitary
Insectivore	Soricomorpha	Soricidae	Microsorex sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.16	0.01	0.47	No	Solitary
Insectivore	Soricomorpha	Soricidae	Neomys sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.54	0.03	0.69	No	Solitary
Insectivore	Soricomorpha	Soricidae	Neomys fodiens	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.27	0.02	0.47	No	Solitary
Insectivore	Soricomorpha	Soricidae	Sorex sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.29	0.02	0.51	No	Solitary
Insectivore	Soricomorpha	Soricidae	Suncus sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.28	0.02	0.49	No	Solitary
Insectivore	Soricomorpha	Talpidae	Desmana sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	9.83	0.36	1.9	No	Stable
Insectivore	Soricomorpha	Talpidae	Talpa sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	1.81	0.1	0.93	No	Solitary
Insectivore	Soricomorpha	Solenodontidae	Solenodon sp.	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	6.61	0.43	1.12	No	Solitary
Insectivore	Soricomorpha	Palaeoryctidae	Eoryctes melanus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	1	0.05	0.87	Yes	N/A
Perissodactyla	Hippomorpha	Equidae	Neohipparion	-4.9	-4.9	0.237	2.891	0.051	0.68	0.387	-0.273	0.232	2.949	-0.18	0.637	0.042	0.214	0.208	2.901	0.493	0.68	0.078	-0.894	0.218	2.952	1.079	0.632	0.017	-2.536	0.223	2.985	2.933	0.526	-0.105	-5.174	0.171	3.089	-2.145	0.34	-0.295	5.196	160	150	0.32	Yes	N/A
Perissodactyla	Hippomorpha	Equidae	Equus africanus	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	391.02	156.31	0.75	No	Facultative
Perissodactyla	Hippomorpha	Equidae	Equus caballos	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	588.06	398.35	0.55	No	Stable
Perissodactyla	Hippomorpha	Equidae	Equus caballos przewalskii	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	585	197	0.94	No	Stable
Perissodactyla	Hippomorpha	Equidae	Equus quagga	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	561.05	262.12	0.73	No	Stable
Perissodactyla	Hippomorpha	Equidae	Equus zebra	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	607.3	227.51	0.88	No	Stable
Perissodactyla	Ceratomorpha	Rhinocerotidae	Ceratotherium	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	641.21	1396.37	0.23	No	Stable
Perissodactyla	Ceratomorpha	Rhinocerotidae	Diceros	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	612.35	948.42	0.3	No	Facultative
Perissodactyla	Hippomorpha	Equidae	Pliohippus	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	270	220	0.4	Yes	N/A
Perissodactyla	Hippomorpha	Equidae	Merychippus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	270	110	0.68	Yes	N/A
Perissodactyla	Ceratomorpha	Rhinocerotidae	Teleoceras	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	1500	1500	0.52	Yes	N/A
Perissodactyla	Ceratomorpha	Rhinocerotidae	Rhinoceros	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	786	2238.72	0.2	No	Solitary
Perissodactyla	Ceratomorpha	Tapiridae	Tapirus indicus	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	265	223.87	0.39	No	Solitary
Perissodactyla	Ceratomorpha	Tapiridae	Tapirus terrestris	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	180.51	159.96	0.34	No	Solitary
Perissodactyla	Ceratomorpha	Rhinocerotidae	Subhyracodon	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	280	550	0.21	Yes	N/A
Perissodactyla	Hippomorpha	Equidae	Mesohippus	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	85	25	0.66	Yes	N/A
Perissodactyla	Ceratomorpha	Rhinocerotidae	Amynodon	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	190	119.44	0.45	Yes	N/A
Perissodactyla	Ceratomorpha	Rhinocerotidae	Hyracodon	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	160	72.78	0.55	Yes	N/A
Perissodactyla	Ceratomorpha	Rhinocerotidae	Hyrachus	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	103	46.4	0.5	Yes	N/A
Perissodactyla	Hippomorpha	Brontotheriidae	Mesatirhinus	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	185	255.22	0.24	Yes	N/A
Perissodactyla	Hippomorpha	Brontotheriidae	Palaeosyops	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	200	199.59	0.32	Yes	N/A
Perissodactyla	Ceratomorpha	Tapiridae	Heptodon	-50.3	-50.2487	0.317	0.116	-0.088	0.556	0.652	-0.181	0.271	-0.158	-0.137	0.266	0.651	-0.011	0.187	-0.233	0.915	0.33	0.616	1.328	0.072	-0.117	-1.002	0.186	0.757	0.876	0.085	-0.14	-1.021	0.071	0.86	-0.851	0.085	-0.14	-1.021	0.071	0.86	-0.851	50	16	0.54	Yes	N/A
