Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	mass	EQ	Fossil	Social
Carnivora	Arctoidea	Mustelidae	Enhydra lutris	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	125.21	23.5	1.01	No	Facultative
Carnivora	Arctoidea	Mustelidae	Lontra canadensis	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	52.98	8.09	0.96	No	Facultative
Carnivora	Arctoidea	Mustelidae	Lontra felina	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	38.86	4.5	1.1	No	Facultative
Carnivora	Arctoidea	Mustelidae	Lutra lutra	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	42.1	8.79	0.72	No	Solitary
Carnivora	Arctoidea	Mustelidae	Lutra maculicollis	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	40.04	4	1.24	No	Facultative
Carnivora	Arctoidea	Mustelidae	Lutra palaeindica	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	38.87	4.72	1.07	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Lutrogale perspicillata	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	64.72	9	1.09	No	Stable
Carnivora	Arctoidea	Mustelidae	Pteronura brasiliensis	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	85.63	24	0.68	No	Stable
Carnivora	Feliformes	Hyaenidae	Hyaenictitherium  hyaenoides	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	90.99	23.16	0.74	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Hyaenictitherium  wongi	-7	-6.997	0.243	2.691	0.071	0.373	0.992	-0.084	0.239	2.789	0.298	0.513	0.715	-0.973	0.245	2.807	0.995	0.517	0.641	-2.459	0.208	2.885	-1.506	0.461	0.453	3.358	0.221	2.78	-1.564	0.524	0.645	10.517	0.234	2.747	-8.472	0.218	1.075	11.206	77.43	35	0.46	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Adcrocuta eximia	-8.7	-8.6876	0.283	2.471	0.116	0.347	1.246	-0.09	0.191	2.751	0.122	0.202	1.147	0.398	0.137	2.787	0.306	0.17	1.229	0.182	0.123	2.88	-0.672	0.219	1.285	1.978	0.085	2.82	0.581	0.071	1.427	-1.906	0.12	2.815	7.234	0.064	1.395	-3.83	178.25	70	0.63	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Thalassictis hipparionum	-8.7	-8.6876	0.283	2.471	0.116	0.347	1.246	-0.09	0.191	2.751	0.122	0.202	1.147	0.398	0.137	2.787	0.306	0.17	1.229	0.182	0.123	2.88	-0.672	0.219	1.285	1.978	0.085	2.82	0.581	0.071	1.427	-1.906	0.12	2.815	7.234	0.064	1.395	-3.83	77.63	18.96	0.74	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Arctonyx collaris	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	49.4	6.36	1.08	No	N/A
Carnivora	Arctoidea	Mustelidae	Galictis cuja	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	15.03	1	1.34	No	Facultative
Carnivora	Arctoidea	Mustelidae	Galictis vittata	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	24.3	3.2	0.89	No	N/A
Carnivora	Arctoidea	Mustelidae	Ictonyx libyca	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	4.48	0.63	0.57	No	Solitary
Carnivora	Arctoidea	Mustelidae	Ictonyx striatus	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	9.78	1.3	0.71	No	Solitary
Carnivora	Arctoidea	Mustelidae	Meles meles	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	50.4	13	0.64	No	Stable
Carnivora	Arctoidea	Mustelidae	Melogale moschata	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	15.07	0.81	1.58	No	Solitary
Carnivora	Arctoidea	Mustelidae	Melogale personata	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	13.83	1.7	0.82	No	Solitary
Carnivora	Arctoidea	Mustelidae	Poecilogale albinucha	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	4.76	0.34	0.96	No	Solitary
Carnivora	Arctoidea	Mustelidae	Promeles palaeattica	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	24.07	6.46	0.52	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Vormela peregusna	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	4.76	0.54	0.68	No	Solitary
Carnivora	Arctoidea	Ursidae	Indarctos oregonensis	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	646.5	545.49	0.48	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Lycyaena chaeretis	-9.7	-9.695	0.335	2.322	0.178	0.389	1.343	-0.191	0.178	2.639	0.033	0.171	1.068	0.151	0.165	2.649	-0.214	0.164	1.112	0.096	0.175	2.637	-0.512	0.154	1.111	0.439	0.167	2.633	-4.982	0.171	1.123	2.887	0.129	2.554	0.639	0.188	1.165	-0.23	152.82	40	0.83	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Crocuta crocuta	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	144.03	63	0.55	No	Stable
Carnivora	Feliformes	Hyaenidae	Crocuta sivalensis	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	186.18	56.88	0.77	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Pliotaxidea nevadensis	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	22.46	2.4	1.03	Yes	N/A
Carnivora	Arctoidea	Procyonidae	Nasua narica	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	29.96	3.87	0.95	No	Stable
Carnivora	Arctoidea	Procyonidae	Procyon cancrivorus	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	59.45	6.95	1.21	No	Facultative
Carnivora	Arctoidea	Procyonidae	Procyon lotor	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	40.04	5.53	0.97	No	Facultative
Carnivora	Cynoidea	Canidae	Eucyon davisi	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	55.68	9	0.93	Yes	N/A
Carnivora	Cynoidea	Canidae	Vulpes bengalensis	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	25.8	2.73	1.07	No	Stable
Carnivora	Cynoidea	Canidae	Vulpes chama	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	33.5	2.96	1.31	No	Stable
Carnivora	Cynoidea	Canidae	Vulpes pallida	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	25.03	2.8	1.02	No	Stable
Carnivora	Cynoidea	Canidae	Vulpes rueppelli	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	24.29	3.25	0.88	No	Stable
Carnivora	Cynoidea	Canidae	Vulpes velox	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	32.14	2.2	1.57	No	Stable
Carnivora	Cynoidea	Canidae	Vulpes vulpes (Eur)	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	43.38	8	0.8	No	Stable
Carnivora	Cynoidea	Canidae	Vulpes vulpes (NA)	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	43.38	5.6	1.04	No	Stable
Carnivora	Cynoidea	Canidae	Vulpes zerda	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	17.29	1.1	1.43	No	Stable
Carnivora	Arctoidea	Mephitidae	Promephitis hootoni	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	11.87	1.53	0.77	Yes	N/A
Carnivora	Arctoidea	Mephitidae	Promephitis majori	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	6.64	0.99	0.6	Yes	N/A
Carnivora	Arctoidea	Mephitidae	Promephitis parvus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	4.68	0.64	0.59	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Sinictis dolichognathus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	19.68	2.22	0.96	Yes	N/A
Carnivora	Feliformes	Felidae	Machairodus palanderi	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	291.04	160.8	0.55	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Palinhyaena reperta	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	74.69	20.45	0.67	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Tungurictis spocki	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	19.37	4.05	0.6	Yes	N/A
Carnivora	Feliformes	Viverridae	Arctictis binturong	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	40.85	9.88	0.64	No	Facultative
Carnivora	Feliformes	Viverridae	Arctogalidia trivirgata	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	21.98	2.25	1.06	No	Solitary
Carnivora	Feliformes	Viverridae	Cynogale bennettii	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	29.96	4.5	0.85	No	Solitary
Carnivora	Feliformes	Viverridae	Hemigalus derbyanus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	18.92	2.12	0.95	No	Solitary
Carnivora	Feliformes	Viverridae	Paguma larvata	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	30.88	4.3	0.91	No	Solitary
Carnivora	Feliformes	Viverridae	Paradoxurus hermaphroditus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	18.5	3.16	0.69	No	Solitary
Carnivora	Feliformes	Viverridae	Paradoxurus zeylonensis	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	17.81	2.78	0.73	No	Solitary
Carnivora	Arctoidea	Ursidae	Ailuropoda melanoleuca	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	235.1	108.4	0.6	No	Solitary
Carnivora	Feliformes	Hyaenidae	Ictitherium  viverrinum	-12.7	-12.7	0.363	2.016	0.168	0.361	1.528	-0.026	0.241	2.296	0.269	0.392	1.438	-0.875	0.233	2.397	0.548	0.324	1.196	-0.65	0.259	2.446	0.596	0.347	1.121	0.34	0.281	2.496	-1.994	0.326	1.13	-1.475	0.337	2.42	1.086	0.363	1.087	-1.475	61.31	18	0.61	Yes	N/A
Carnivora	Arctoidea	Mephitidae	Martinogale chisoensis	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	4.01	0.72	0.46	Yes	N/A
Carnivora	Arctoidea	Mephitidae	Martinogale faulli	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	2.15	0.24	0.57	Yes	N/A
Carnivora	Cynoidea	Canidae	Borophagus littoralis	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	127.02	32.04	0.81	Yes	N/A
Carnivora	Cynoidea	Canidae	Borophagus secundus	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	119.17	34.77	0.72	Yes	N/A
Carnivora	Feliformes	Nimravidae	Barbourofelis loveorum	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	162.88	134.67	0.35	Yes	N/A
Carnivora	Feliformes	Nimravidae	Barbourofelis morrisi	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	121.65	70.33	0.43	Yes	N/A
Carnivora	Feliformes	Nimravidae	Nimravides galiani	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	217.29	129.7	0.48	Yes	N/A
Carnivora	Feliformes	Felidae	Homotherium hadarensis	-13.7	-13.7	0.282	1.81	0.021	0.354	1.556	0.141	0.322	1.915	0.428	0.285	1.687	-0.187	0.346	2.034	1.58	0.307	1.593	0.714	0.305	2.152	2.574	0.285	1.675	0.715	0.266	2.29	-1.211	0.243	1.717	-1.201	0.186	2.244	-1.004	0.237	1.613	6.267	211.51	106.47	0.54	Yes	N/A
Carnivora	Feliformes	Felidae	Homotherium serus	-13.7	-13.7	0.282	1.81	0.021	0.354	1.556	0.141	0.322	1.915	0.428	0.285	1.687	-0.187	0.346	2.034	1.58	0.307	1.593	0.714	0.305	2.152	2.574	0.285	1.675	0.715	0.266	2.29	-1.211	0.243	1.717	-1.201	0.186	2.244	-1.004	0.237	1.613	6.267	332.29	150	0.66	Yes	N/A
