Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	Fossil
Insectivore	Afrosoricida	Tenrecidae	Potamogale sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	10.54	No
Insectivore	Erinaceomorpha	Erinaceidae	Erinaceus sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	5.22	No
Insectivore	Soricomorpha	Soricidae	Blarina sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.7	No
Insectivore	Soricomorpha	Soricidae	Microsorex sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.16	No
Insectivore	Soricomorpha	Soricidae	Neomys sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.54	No
Insectivore	Soricomorpha	Soricidae	Neomys fodiens	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.27	No
Insectivore	Soricomorpha	Soricidae	Sorex sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.29	No
Insectivore	Soricomorpha	Soricidae	Suncus sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	0.28	No
Insectivore	Soricomorpha	Talpidae	Desmana sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	9.83	No
Insectivore	Soricomorpha	Talpidae	Talpa sp.	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	1.81	No
Insectivore	Soricomorpha	Solenodontidae	Solenodon sp.	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	6.61	No
Insectivore	Soricomorpha	Palaeoryctidae	Eoryctes melanus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	1	Yes
Perissodactyla	Hippomorpha	Equidae	Neohipparion	-4.9	-4.9	0.237	2.891	0.051	0.68	0.387	-0.273	0.232	2.949	-0.18	0.637	0.042	0.214	0.208	2.901	0.493	0.68	0.078	-0.894	0.218	2.952	1.079	0.632	0.017	-2.536	0.223	2.985	2.933	0.526	-0.105	-5.174	0.171	3.089	-2.145	0.34	-0.295	5.196	160	Yes
Perissodactyla	Hippomorpha	Equidae	Equus africanus	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	391.02	No
Perissodactyla	Hippomorpha	Equidae	Equus caballos	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	588.06	No
Perissodactyla	Hippomorpha	Equidae	Equus caballos przewalskii	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	585	No
Perissodactyla	Hippomorpha	Equidae	Equus quagga	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	561.05	No
Perissodactyla	Hippomorpha	Equidae	Equus zebra	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	607.3	No
Perissodactyla	Ceratomorpha	Rhinocerotidae	Ceratotherium	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	641.21	No
Perissodactyla	Ceratomorpha	Rhinocerotidae	Diceros	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	612.35	No
Perissodactyla	Hippomorpha	Equidae	Pliohippus	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	270	Yes
Perissodactyla	Hippomorpha	Equidae	Merychippus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	270	Yes
Perissodactyla	Ceratomorpha	Rhinocerotidae	Teleoceras	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	1500	Yes
Perissodactyla	Ceratomorpha	Rhinocerotidae	Rhinoceros	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	786	No
Perissodactyla	Ceratomorpha	Tapiridae	Tapirus indicus	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	265	No
Perissodactyla	Ceratomorpha	Tapiridae	Tapirus terrestris	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	180.51	No
Perissodactyla	Ceratomorpha	Rhinocerotidae	Subhyracodon	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	280	Yes
Perissodactyla	Hippomorpha	Equidae	Mesohippus	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	85	Yes
Perissodactyla	Ceratomorpha	Rhinocerotidae	Amynodon	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	190	Yes
Perissodactyla	Ceratomorpha	Rhinocerotidae	Hyracodon	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	160	Yes
Perissodactyla	Ceratomorpha	Rhinocerotidae	Hyrachus	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	103	Yes
Perissodactyla	Hippomorpha	Brontotheriidae	Mesatirhinus	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	185	Yes
Perissodactyla	Hippomorpha	Brontotheriidae	Palaeosyops	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	200	Yes
Perissodactyla	Ceratomorpha	Tapiridae	Heptodon	-50.3	-50.2487	0.317	0.116	-0.088	0.556	0.652	-0.181	0.271	-0.158	-0.137	0.266	0.651	-0.011	0.187	-0.233	0.915	0.33	0.616	1.328	0.072	-0.117	-1.002	0.186	0.757	0.876	0.085	-0.14	-1.021	0.071	0.86	-0.851	0.085	-0.14	-1.021	0.071	0.86	-0.851	50	Yes
Perissodactyla	Hippomorpha	Palaeotheriidae	Hyracotherium	-50.3	-50.2487	0.317	0.116	-0.088	0.556	0.652	-0.181	0.271	-0.158	-0.137	0.266	0.651	-0.011	0.187	-0.233	0.915	0.33	0.616	1.328	0.072	-0.117	-1.002	0.186	0.757	0.876	0.085	-0.14	-1.021	0.071	0.86	-0.851	0.085	-0.14	-1.021	0.071	0.86	-0.851	25	Yes
Perissodactyla	Ceratomorpha	Rhinocerotidae	Colonoceras	-55	-55	0.32	0.602	-0.147	0.571	1.803	-0.093	0.282	0.356	-0.254	0.542	1.445	-1.063	0.295	0.28	-0.451	0.49	1.183	-1.153	0.319	0.282	-1.74	0.512	1.166	-2.926	0.353	0.24	-4.281	0.584	1.089	-4.751	0.443	0.135	-21.486	0.748	0.985	-29.87	71	Yes
Primates	Anthropoidea	Hominoidea	Pan troglodytes	-2.6	-2.6	0.283	3.067	0.121	0.558	0.063	-0.123	0.284	3.271	0.507	0.46	0.005	0.173	0.279	3.415	0.873	0.502	0.039	-0.071	0.296	3.486	1.29	0.51	0.031	-0.856	0.3	3.523	0.391	0.504	0.023	0.069	0.328	3.5	17.204	0.573	0.049	-13.819	382.1	No
Primates	Anthropoidea	Hominoidea	Hylobates lar	-5	-5	0.238	2.885	0.05	0.678	0.415	-0.267	0.233	2.953	-0.289	0.637	0.067	0.296	0.189	2.855	0.226	0.696	0.191	-0.474	0.205	2.88	0.176	0.734	0.108	0.999	0.213	2.892	-0.786	0.722	0.19	3.54	0.254	2.848	0.378	0.662	0.278	7.135	97.51	No
Primates	Prosimians	Lemuroidea	Microcebus murinus	-6.2	-6.199	0.223	2.746	0.047	0.365	0.926	-0.089	0.215	2.816	-0.064	0.371	0.719	0.429	0.214	2.804	0.038	0.311	0.815	-0.079	0.219	2.788	0.579	0.268	0.83	-0.487	0.231	2.825	-0.299	0.306	0.802	-0.043	0.289	2.781	6.764	0.348	0.756	-7.097	1.68	No
Primates	Prosimians	Lemuroidea	Eulemur fulvus	-6.7	-6.698	0.233	2.708	0.054	0.372	0.98	-0.098	0.239	2.769	0.021	0.458	0.729	-0.382	0.219	2.733	-0.212	0.377	0.738	0.852	0.233	2.73	-0.184	0.218	0.826	-0.612	0.295	2.721	-1.482	0.214	0.783	1.081	0.406	2.7	-11.704	0.281	0.79	0.06	22.11	No
Primates	Anthropoidea	Cercopithecoidea	Macaca mulatta	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	87.9	No
Primates	Prosimians	Lorisoidea	Loris tardigradus	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	6.27	No
Primates	Prosimians	Lorisoidea	Nycticebus coucang	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	11.76	No
Primates	Prosimians	Lorisoidea	Perodicticus potto	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	13.21	No
Primates	Anthropoidea	Hominoidea	Gorilla gorilla	-10.1	-10.0973	0.366	2.259	0.217	0.392	1.376	-0.2	0.196	2.586	0.156	0.18	1.012	0.048	0.199	2.619	0.534	0.179	1.041	0.218	0.145	2.691	-0.278	0.154	1.087	-0.124	0.15	2.69	-1.419	0.15	1.083	0.8	0.138	2.612	3.532	0.156	1.123	8.95	470.36	No
Primates	Anthropoidea	Ceboidea	Lagothrix lagotricha	-11	-10.999	0.38	2.196	0.23	0.388	1.42	-0.18	0.241	2.543	0.089	0.28	1.082	0.119	0.197	2.537	-0.005	0.217	1.123	-0.483	0.172	2.523	0.91	0.148	1.06	-0.806	0.164	2.563	1.133	0.123	1.023	-1.446	0.184	2.583	10.676	0.076	0.977	0.586	95.5	No
Primates	Prosimians	Lorisoidea	Galago senegalensis	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	4.51	No
Primates	Prosimians	Lorisoidea	Galagoides demidorvii	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	3.2	No
Primates	Prosimians	Lorisoidea	Otolemur crassicaudatus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	9.67	No
Primates	Anthropoidea	Ceboidea	Callimico goedli	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	10.51	No
Primates	Anthropoidea	Ceboidea	Callithrix jacchus	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	7.24	No
Primates	Anthropoidea	Ceboidea	Cebuella pygmea	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	4.3	No
Primates	Anthropoidea	Ceboidea	Pithecia monarchus	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	32.87	No
Primates	Anthropoidea	Ceboidea	Ateles geoffroyi	-13	-13	0.338	1.958	0.133	0.341	1.572	0.038	0.256	2.217	0.253	0.353	1.559	-0.486	0.231	2.237	0.544	0.268	1.397	-0.504	0.216	2.293	0.733	0.283	1.349	-0.492	0.165	2.314	2.025	0.323	1.325	-2.229	0.177	2.349	7.344	0.301	1.253	-0.054	101.03	No
Primates	Anthropoidea	Hominoidea	Oreopithecus	-13.7	-13.7	0.282	1.81	0.021	0.354	1.556	0.141	0.322	1.915	0.428	0.285	1.687	-0.187	0.346	2.034	1.58	0.307	1.593	0.714	0.305	2.152	2.574	0.285	1.675	0.715	0.266	2.29	-1.211	0.243	1.717	-1.201	0.186	2.244	-1.004	0.237	1.613	6.267	402	Yes
Primates	Anthropoidea	Cercopithecoidea	Cercocebus albigena	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	97.6	No
Primates	Anthropoidea	Cercopithecoidea	Cercopith ascanius	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	70.56	No
Primates	Anthropoidea	Cercopithecoidea	Cercopith mitis	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	63.51	No
Primates	Anthropoidea	Cercopithecoidea	Erythrocebus patas	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	103.17	No
Primates	Anthropoidea	Cercopithecoidea	Miopithecus talapoin	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	37.78	No
Primates	Anthropoidea	Cercopithecoidea	Papio anubis	-15.6	-15.6	0.265	1.843	-0.088	0.455	1.29	0.229	0.25	1.713	0.296	0.295	1.655	0.338	0.26	1.773	-0.256	0.289	1.735	-1.014	0.293	1.73	0.427	0.295	1.614	-0.134	0.22	1.751	2.876	0.266	1.6	-0.086	0.209	1.903	-5.932	0.391	1.675	-19.707	190.96	No
Primates	Anthropoidea	Ceboidea	"Saguinus ""tamarin"""	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	9.57	No
Primates	Anthropoidea	Ceboidea	Saguinus oedipus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	9.54	No
Primates	Anthropoidea	Ceboidea	Alouatta sp.	-17	-16.99	0.224	1.984	-0.04	0.328	0.967	0.071	0.244	1.922	-0.214	0.299	1.173	0.513	0.258	1.84	-0.187	0.295	1.309	1.502	0.226	1.842	0.143	0.299	1.431	3.171	0.214	1.853	-0.486	0.334	1.597	3.195	0.297	1.883	-18.698	0.272	1.675	16.584	49.01	No
Primates	Anthropoidea	Cercopithecoidea	Nasalis larvatus	-18	-17.9235	0.241	1.935	0.037	0.295	0.972	-0.063	0.16	1.927	-0.1	0.355	0.896	0.37	0.134	1.888	0.004	0.326	0.991	0.331	0.134	1.904	0.153	0.198	1.103	0.669	0.106	2.025	-1.779	0.276	1.045	4.626	0.106	2.025	-1.779	0.276	1.045	4.626	92.8	No
Primates	Anthropoidea	Cercopithecoidea	Piliocolobus badius	-18	-17.9235	0.241	1.935	0.037	0.295	0.972	-0.063	0.16	1.927	-0.1	0.355	0.896	0.37	0.134	1.888	0.004	0.326	0.991	0.331	0.134	1.904	0.153	0.198	1.103	0.669	0.106	2.025	-1.779	0.276	1.045	4.626	0.106	2.025	-1.779	0.276	1.045	4.626	73.82	No
Primates	Anthropoidea	Ceboidea	Callicebus moloch	-19	-18.9909	0.277	1.976	0.006	0.283	1.119	-0.093	0.179	2.023	-0.048	0.325	0.858	0.077	0.175	2.005	-0.107	0.356	0.865	1.42	0.144	2.035	-1.073	0.248	1.022	-0.728	0.171	2.016	-3.312	0.263	1.016	-2.248	0.026	1.86	0.629	0.062	0.89	1.572	17.94	No
Primates	Anthropoidea	Ceboidea	Cebus sp.	-19	-18.9909	0.277	1.976	0.006	0.283	1.119	-0.093	0.179	2.023	-0.048	0.325	0.858	0.077	0.175	2.005	-0.107	0.356	0.865	1.42	0.144	2.035	-1.073	0.248	1.022	-0.728	0.171	2.016	-3.312	0.263	1.016	-2.248	0.026	1.86	0.629	0.062	0.89	1.572	66.94	No
Primates	Anthropoidea	Ceboidea	Saimiri sciureus	-19	-18.9909	0.277	1.976	0.006	0.283	1.119	-0.093	0.179	2.023	-0.048	0.325	0.858	0.077	0.175	2.005	-0.107	0.356	0.865	1.42	0.144	2.035	-1.073	0.248	1.022	-0.728	0.171	2.016	-3.312	0.263	1.016	-2.248	0.026	1.86	0.629	0.062	0.89	1.572	22.57	No
